millis,acc_x_c,acc_y_c,acc_z_c,gyro_x_c,gyro_y_c,gyro_z_c,imu_temp_c,acc_x_l,acc_y_l,acc_z_l,gyro_x_l,gyro_y_l,gyro_z_l,imu_temp_l,acc_x_r,acc_y_r,acc_z_r,gyro_x_r,gyro_y_r,gyro_z_r,imu_temp_r,obj_temp,amb_temp
54195, 1.030, -0.218, 0.195, -1.221, 2.869, 0.000, 26.388, -0.345, -0.593, 0.713, 14.893, 3.601, 1.892, 24.184, -0.632, 0.786, -0.122, -5.493, 5.127, 2.869, 22.117, 26.370, 20.610
54228, 0.986, -0.224, 0.189, -1.892, 0.366, -2.747, 26.358, -0.330, -0.575, 0.710, 6.348, 4.150, -2.380, 24.154, -0.597, 0.791, -0.143, 8.545, 5.127, -1.770, 22.114, 26.370, 20.610
54263, 1.002, -0.225, 0.180, -2.869, -1.282, -0.916, 26.358, -0.333, -0.608, 0.715, 1.038, 0.244, 5.798, 24.157, -0.578, 0.796, -0.181, 8.911, 1.709, -3.235, 22.123, 26.150, 20.610
54296, 0.998, -0.228, 0.187, -2.502, -0.488, -0.488, 26.373, -0.336, -0.595, 0.697, -0.732, 0.549, 3.906, 24.145, -0.588, 0.796, -0.190, 7.751, -2.502, -5.310, 22.114, 26.150, 20.630
54331, 0.993, -0.226, 0.200, -2.930, -0.793, -0.183, 26.370, -0.321, -0.597, 0.681, -2.808, 3.967, 7.690, 24.157, -0.563, 0.785, -0.180, 13.062, -13.550, 0.488, 22.147, 26.150, 20.630
54364, 0.976, -0.221, 0.211, -2.930, -2.197, -0.366, 26.373, -0.315, -0.601, 0.659, -8.179, 7.202, 18.677, 24.175, -0.563, 0.783, -0.210, 11.414, -18.250, -2.747, 22.120, 26.170, 20.630
54397, 0.970, -0.226, 0.215, -1.587, -3.296, -1.282, 26.355, -0.346, -0.592, 0.676, -15.625, 4.089, 31.372, 24.166, -0.544, 0.815, -0.249, 13.367, -14.343, 0.610, 22.123, 26.170, 20.610
54432, 0.973, -0.229, 0.223, 2.808, -4.028, -4.639, 26.379, -0.391, -0.632, 0.620, -21.545, -7.263, 25.574, 24.154, -0.515, 0.814, -0.200, 3.662, -19.165, 3.052, 22.150, 26.170, 20.610
54465, 0.982, -0.171, 0.214, 2.991, -4.150, -4.517, 26.364, -0.406, -0.635, 0.608, -3.296, -0.244, 13.977, 24.145, -0.499, 0.820, -0.184, 2.075, -9.094, 4.028, 22.144, 26.090, 20.610
54498, 0.985, -0.171, 0.218, 1.526, -4.089, -2.747, 26.364, -0.426, -0.625, 0.634, 5.249, 3.357, 4.089, 24.175, -0.507, 0.819, -0.177, 0.366, -6.104, 0.244, 22.123, 26.090, 20.610
54533, 0.996, -0.180, 0.207, 1.709, -4.028, -1.587, 26.352, -0.420, -0.601, 0.666, 3.967, -0.977, 5.005, 24.145, -0.522, 0.837, -0.186, -0.122, 0.854, -0.122, 22.108, 26.090, 20.610
54566, 1.017, -0.154, 0.199, 3.357, -3.418, -1.038, 26.343, -0.470, -0.593, 0.685, 2.319, -2.014, 6.348, 24.142, -0.504, 0.849, -0.147, -2.380, 4.700, -2.747, 22.141, 25.930, 20.610
54599, 1.047, -0.130, 0.163, 4.089, -2.136, 2.075, 26.352, -0.501, -0.583, 0.706, 0.916, -5.005, -0.427, 24.136, -0.540, 0.853, -0.081, -1.892, 7.629, -5.493, 22.135, 25.930, 20.610
54634, 1.066, -0.125, 0.145, 2.625, 0.244, 6.653, 26.349, -0.479, -0.591, 0.726, -7.019, -9.155, -1.099, 24.163, -0.553, 0.857, -0.062, 6.531, 9.766, -6.653, 22.138, 25.810, 20.610
54667, 1.058, -0.145, 0.143, -0.610, 4.272, 9.888, 26.346, -0.465, -0.608, 0.697, -7.751, -9.888, -5.554, 24.127, -0.592, 0.826, -0.074, 12.085, 9.705, -9.216, 22.120, 25.810, 20.610
54700, 1.030, -0.187, 0.150, -4.211, 7.507, 11.719, 26.364, -0.396, -0.604, 0.679, -5.310, -6.470, -16.541, 24.157, -0.609, 0.792, -0.109, 15.869, 8.667, -9.766, 22.144, 25.810, 20.610
54735, 0.982, -0.249, 0.177, -7.629, 8.789, 10.864, 26.370, -0.321, -0.614, 0.666, -5.249, -2.258, -16.357, 24.124, -0.620, 0.772, -0.185, 18.860, 7.507, -6.836, 22.135, 25.730, 20.610
