millis,acc_x_c,acc_y_c,acc_z_c,gyro_x_c,gyro_y_c,gyro_z_c,imu_temp_c,acc_x_l,acc_y_l,acc_z_l,gyro_x_l,gyro_y_l,gyro_z_l,imu_temp_l,acc_x_r,acc_y_r,acc_z_r,gyro_x_r,gyro_y_r,gyro_z_r,imu_temp_r,obj_temp,amb_temp
74372, 0.885, 0.293, 0.535, 6.592, 16.785, 2.197, 24.714, -0.602, -0.758, -0.069, 115.906, 80.750, -33.325, 21.668, -0.309, 0.881, -0.416, -8.911, 23.010, -9.094, 19.907, 26.490, 19.790
74405, 0.865, 0.310, 0.552, 6.104, 15.503, 1.648, 24.693, -0.625, -0.772, 0.048, 118.958, 58.655, -26.733, 21.644, -0.291, 0.887, -0.420, 1.831, 21.118, 0.244, 19.883, 26.490, 19.790
74441, 0.847, 0.273, 0.552, 3.113, 16.113, 3.540, 24.702, -0.568, -0.853, 0.078, 65.369, 42.114, -47.729, 21.641, -0.277, 0.873, -0.409, 2.319, 19.836, -3.479, 19.880, 26.490, 19.790
74474, 0.843, 0.264, 0.553, 2.686, 12.573, 3.967, 24.726, -0.574, -0.805, 0.110, 50.232, 25.696, -28.442, 21.644, -0.283, 0.878, -0.437, 8.301, 19.226, 1.953, 19.904, 26.470, 19.790
74507, 0.841, 0.271, 0.556, 2.563, 12.024, 4.822, 24.702, -0.517, -0.826, -0.012, 16.968, 14.709, -15.076, 21.638, -0.279, 0.871, -0.432, 3.601, 14.771, 1.587, 19.916, 26.470, 19.790
74542, 0.829, 0.248, 0.562, 0.549, 10.681, 4.944, 24.696, -0.508, -0.809, 0.071, 33.691, 22.888, -16.785, 21.644, -0.270, 0.863, -0.443, 9.216, 14.343, 6.104, 19.898, 26.470, 19.850
74575, 0.833, 0.228, 0.571, 0.854, 9.583, 4.272, 24.684, -0.488, -0.836, 0.056, 5.188, 8.484, -6.592, 21.638, -0.267, 0.868, -0.480, 8.972, 15.076, 4.395, 19.898, 26.530, 19.850
74608, 0.824, 0.226, 0.574, 2.197, 7.935, 4.028, 24.729, -0.464, -0.856, 0.023, 11.047, 10.071, -5.676, 21.653, -0.249, 0.874, -0.471, 1.892, 12.146, 7.385, 19.913, 26.530, 19.810
74643, 0.814, 0.218, 0.581, 3.235, 6.104, 2.625, 24.690, -0.460, -0.848, 0.028, 13.733, 8.240, -6.042, 21.668, -0.229, 0.875, -0.474, 1.404, 11.780, 2.930, 19.892, 26.530, 19.810
74676, 0.819, 0.230, 0.589, 6.836, 5.554, 1.404, 24.702, -0.495, -0.848, 0.073, 18.799, 7.385, -1.953, 21.647, -0.217, 0.877, -0.488, -1.282, 11.230, 1.831, 19.907, 26.470, 19.810
74709, 0.809, 0.253, 0.575, 11.047, 5.432, 1.831, 24.738, -0.495, -0.812, 0.065, 16.357, 4.089, 1.221, 21.635, -0.208, 0.882, -0.468, -9.644, 13.916, -1.709, 19.898, 26.470, 19.830
74744, 0.814, 0.266, 0.574, 13.428, 5.249, 1.465, 24.723, -0.503, -0.830, 0.071, 9.155, 2.563, 4.639, 21.635, -0.221, 0.875, -0.426, -12.512, 15.198, -9.155, 19.892, 26.470, 19.830
74777, 0.825, 0.261, 0.565, 13.733, 7.080, 4.150, 24.702, -0.504, -0.824, 0.078, 3.113, -2.136, 8.118, 21.653, -0.242, 0.872, -0.410, -10.498, 22.461, -6.836, 19.910, 26.530, 19.830
74810, 0.832, 0.266, 0.559, 15.015, 6.714, 5.432, 24.711, -0.521, -0.833, 0.096, 2.563, -6.775, 6.775, 21.650, -0.255, 0.887, -0.413, -3.601, 21.057, 0.305, 19.886, 26.530, 19.790
74845, 0.822, 0.267, 0.580, 15.198, 7.263, 5.981, 24.690, -0.512, -0.846, 0.066, -3.784, -10.071, 7.690, 21.656, -0.242, 0.890, -0.400, 1.465, 18.066, -0.427, 19.895, 26.530, 19.790
74911, 0.818, 0.282, 0.572, 10.986, 7.263, 6.958, 24.720, -0.518, -0.840, 0.057, 7.812, -7.202, 1.465, 21.662, -0.270, 0.879, -0.400, 9.216, 17.395, -0.244, 19.919, 26.470, 19.810
74943, 0.823, 0.273, 0.580, 7.690, 5.920, 5.371, 24.699, -0.509, -0.816, 0.072, -6.287, -10.132, 1.160, 21.653, -0.239, 0.880, -0.402, 18.555, 6.165, 7.690, 19.904, 26.470, 19.810
